cpg	chr	start	stop
cpg.21153	chr5	131263642	131264713
cpg.21154	chr5	131634722	131635812
cpg.21155	chr5	131796236	131797610
cpg.21156	chr5	131945214	131945747
cpg.21157	chr5	132011199	132012083
cpg.21158	chr5	132227401	132228261
cpg.21159	chr5	132257732	132258120
cpg.21160	chr5	132271325	132272196
cpg.21161	chr5	132293537	132294884
cpg.21162	chr5	132369477	132370240
cpg.21163	chr5	132410533	132411184
cpg.21164	chr5	132490150	132491243
cpg.21165	chr5	132496663	132497202
cpg.21166	chr5	132556872	132557265
cpg.21167	chr5	132655862	132656612
cpg.21168	chr5	132737003	132737737
cpg.21169	chr5	132747181	132748219
cpg.21170	chr5	132776756	132777929
cpg.21171	chr5	132813162	132815226
cpg.21172	chr5	132819596	132819805
cpg.21173	chr5	132822850	132823511
cpg.21174	chr5	132825212	132826117
cpg.21175	chr5	132829780	132830987
cpg.21176	chr5	132866209	132867061
cpg.21177	chr5	132963267	132964048
cpg.21178	chr5	133026131	133026821
cpg.21179	chr5	133051408	133052677
cpg.21180	chr5	133611053	133612776
cpg.21181	chr5	133968295	133968708
cpg.21182	chr5	134003909	134005818
cpg.21183	chr5	134071116	134071458
cpg.21184	chr5	134113629	134115569
cpg.21185	chr5	134176280	134177429
cpg.21186	chr5	134225449	134226790
cpg.21187	chr5	134366938	134367214
cpg.21188	chr5	134371329	134372201
cpg.21189	chr5	134411675	134412108
cpg.21190	chr5	134465815	134466051
cpg.21191	chr5	134524251	134527738
cpg.21192	chr5	134632524	134633032
cpg.21193	chr5	134648481	134649304
cpg.21194	chr5	134738393	134738804
cpg.21195	chr5	134758479	134759081
cpg.21196	chr5	134845793	134846560
cpg.21197	chr5	134874197	134874814
cpg.21198	chr5	134904564	134905624
cpg.21199	chr5	135027402	135029456
cpg.21200	chr5	135031223	135031748
cpg.21201	chr5	135032888	135034242
cpg.21202	chr5	135034490	135034702
cpg.21203	chr5	135038695	135041061
cpg.21204	chr5	135050305	135050680
cpg.21205	chr5	135191237	135191729
cpg.21206	chr5	135327031	135327337
cpg.21207	chr5	135398406	135399571
cpg.21208	chr5	135488813	135489089
cpg.21209	chr5	135489241	135489534
cpg.21210	chr5	135489708	135490806
cpg.21211	chr5	135491689	135491954
cpg.21212	chr5	135535050	135536361
cpg.21213	chr5	135543753	135544129
cpg.21214	chr5	135578488	135579178
cpg.21215	chr5	135834582	135835467
cpg.21216	chr5	135852480	135852821
cpg.21217	chr5	135930159	135930828
cpg.21218	chr5	136028818	136029347
cpg.21219	chr5	136079380	136079618
cpg.21220	chr5	136080515	136080786
cpg.21221	chr5	136132660	136133473
cpg.21222	chr5	136191368	136193290
cpg.21223	chr5	136356709	136357354
cpg.21224	chr5	137498327	137499457
cpg.21225	chr5	137753444	137755189
cpg.21226	chr5	137889297	137889788
cpg.21227	chr5	138032416	138033033
cpg.21228	chr5	138178971	138179252
cpg.21229	chr5	138241810	138242282
cpg.21230	chr5	138257646	138257895
cpg.21231	chr5	138274416	138274708
cpg.21232	chr5	138331813	138332348
cpg.21233	chr5	138337691	138338639
cpg.21234	chr5	138345372	138345585
cpg.21235	chr5	138352457	138353365
cpg.21236	chr5	138438890	138439353
cpg.21237	chr5	138463926	138466564
cpg.21238	chr5	138491710	138492512
cpg.21239	chr5	138542575	138543736
cpg.21240	chr5	138575244	138575948
cpg.21241	chr5	138752970	138754147
cpg.21242	chr5	139198181	139198517
cpg.21243	chr5	139273631	139274162
cpg.21244	chr5	139293473	139294619
cpg.21245	chr5	139341644	139342559
cpg.21246	chr5	139378125	139378651
cpg.21247	chr5	139392021	139395222
cpg.21248	chr5	139403803	139404223
cpg.21249	chr5	139517875	139518390
cpg.21250	chr5	139560999	139562207
cpg.21251	chr5	139637478	139638083
cpg.21252	chr5	139647858	139650634
cpg.21253	chr5	139661159	139661443
cpg.21254	chr5	139668320	139668650
cpg.21255	chr5	139680970	139681349
cpg.21256	chr5	139696957	139697594
cpg.21257	chr5	139701416	139701617
cpg.21258	chr5	139709227	139711428
cpg.21259	chr5	139740425	139740635
cpg.21260	chr5	139746317	139748126
cpg.21261	chr5	139756004	139756391
cpg.21262	chr5	139759290	139759657
cpg.21263	chr5	139764380	139764639
cpg.21264	chr5	139765602	139765949
cpg.21265	chr5	139787591	139788445
cpg.21266	chr5	139795319	139796587
cpg.21267	chr5	139847925	139848702
cpg.21268	chr5	139903765	139904697
cpg.21269	chr5	140042491	140043565
cpg.21270	chr5	140107346	140108279
cpg.21271	chr5	140113138	140113381
cpg.21272	chr5	140114348	140114956
cpg.21273	chr5	140145853	140146642
cpg.21274	chr5	140174804	140175872
cpg.21275	chr5	140345945	140346861
cpg.21276	chr5	140363314	140363563
cpg.21277	chr5	140400738	140402523
cpg.21278	chr5	140547572	140547906
cpg.21279	chr5	140557170	140557608
cpg.21280	chr5	140564250	140564892
cpg.21281	chr5	140631897	140633154
cpg.21282	chr5	140639449	140639917
cpg.21283	chr5	140647241	140647919
cpg.21284	chr5	140664609	140665061
cpg.21285	chr5	140672474	140673796
cpg.21286	chr5	140691219	140691743
cpg.21287	chr5	140786373	140786629
cpg.21288	chr5	140787506	140788554
cpg.21289	chr5	140794988	140795303
cpg.21290	chr5	140796081	140797228
cpg.21291	chr5	140801259	140801497
cpg.21292	chr5	140802303	140803429
cpg.21293	chr5	140807207	140807683
cpg.21294	chr5	140808429	140809401
cpg.21295	chr5	140821855	140822072
cpg.21296	chr5	140822988	140824025
cpg.21297	chr5	140828140	140828493
cpg.21298	chr5	140829168	140830372
cpg.21299	chr5	140834483	140834879
cpg.21300	chr5	140835615	140836574
cpg.21301	chr5	140841422	140841796
cpg.21302	chr5	140842537	140843523
cpg.21303	chr5	140848544	140848991
cpg.21304	chr5	140849737	140850748
cpg.21305	chr5	140856152	140856448
cpg.21306	chr5	140857277	140858306
cpg.21307	chr5	140862488	140863422
cpg.21308	chr5	140870149	140871364
cpg.21309	chr5	140875573	140875865
cpg.21310	chr5	140876688	140877705
cpg.21311	chr5	140882299	140882568
cpg.21312	chr5	140883500	140884569
cpg.21313	chr5	140926127	140927608
cpg.21314	chr5	140966520	140967346
cpg.21315	chr5	141096015	141097023
cpg.21316	chr5	141101962	141102876
cpg.21317	chr5	141123308	141124222
cpg.21318	chr5	141136729	141137718
cpg.21319	chr5	141151576	141152436
cpg.21320	chr5	141157315	141158185
cpg.21321	chr5	141174100	141175056
cpg.21322	chr5	141179350	141180208
cpg.21323	chr5	141183935	141184786
cpg.21324	chr5	141188643	141189545
cpg.21325	chr5	141193850	141194743
cpg.21326	chr5	141201150	141202052
cpg.21327	chr5	141210172	141211085
cpg.21328	chr5	141215436	141216308
cpg.21329	chr5	141224881	141225732
cpg.21330	chr5	141235819	141236781
cpg.21331	chr5	141241296	141242130
cpg.21332	chr5	141246876	141247805
cpg.21333	chr5	141303628	141304206
cpg.21334	chr5	141320331	141320928
cpg.21335	chr5	141332230	141332975
cpg.21336	chr5	141339562	141339776
cpg.21337	chr5	141340571	141341262
cpg.21338	chr5	141343981	141344333
cpg.21339	chr5	141345484	141346324
cpg.21340	chr5	141351672	141352412
cpg.21341	chr5	141355153	141355461
cpg.21342	chr5	141357254	141357491
cpg.21343	chr5	141361607	141362171
cpg.21344	chr5	141364394	141365075
cpg.21345	chr5	141365964	141366326
cpg.21346	chr5	141370483	141370697
cpg.21347	chr5	141371731	141372316
cpg.21348	chr5	141374087	141374385
cpg.21349	chr5	141375687	141376374
cpg.21350	chr5	141382834	141383201
cpg.21351	chr5	141384734	141385113
cpg.21352	chr5	141387629	141388128
cpg.21353	chr5	141389372	141389916
cpg.21354	chr5	141392818	141393115
cpg.21355	chr5	141394288	141394874
cpg.21356	chr5	141397875	141398371
cpg.21357	chr5	141399446	141400092
cpg.21358	chr5	141407880	141408477
cpg.21359	chr5	141409527	141410195
cpg.21360	chr5	141414791	141415478
cpg.21361	chr5	141417595	141418134
cpg.21362	chr5	141419190	141419792
cpg.21363	chr5	141421193	141421505
cpg.21364	chr5	141422832	141423265
cpg.21365	chr5	141427772	141428221
cpg.21366	chr5	141430927	141433050
cpg.21367	chr5	141441661	141442121
cpg.21368	chr5	141475819	141477053
cpg.21369	chr5	141478297	141478498
cpg.21370	chr5	141484960	141485181
cpg.21371	chr5	141491497	141492768
cpg.21372	chr5	141512694	141513622
cpg.21373	chr5	141618510	141619308
cpg.21374	chr5	141636864	141638118
cpg.21375	chr5	141651351	141651610
cpg.21376	chr5	141681847	141682219
cpg.21377	chr5	141692057	141692400
cpg.21378	chr5	141702286	141703025
cpg.21379	chr5	141753244	141753771
cpg.21380	chr5	141849365	141850519
cpg.21381	chr5	141854001	141854329
cpg.21382	chr5	141875999	141878403
cpg.21383	chr5	141878857	141879251
cpg.21384	chr5	141883423	141883630
cpg.21385	chr5	141914219	141914484
cpg.21386	chr5	141923554	141924069
cpg.21387	chr5	141968966	141969539
cpg.21388	chr5	142012795	142013129
cpg.21389	chr5	142108719	142109354
cpg.21390	chr5	142324184	142325458
cpg.21391	chr5	142325826	142326123
cpg.21392	chr5	142356684	142357415
cpg.21393	chr5	142770034	142771267
cpg.21394	chr5	143402506	143405506
cpg.21395	chr5	144170375	144170769
cpg.21396	chr5	144205180	144205501
cpg.21397	chr5	144598666	144598921
cpg.21398	chr5	145835086	145835576
cpg.21399	chr5	145936582	145936791
cpg.21400	chr5	146203162	146203948
cpg.21401	chr5	146334078	146334350
cpg.21402	chr5	146338726	146340532
cpg.21403	chr5	146342904	146343362
cpg.21404	chr5	146344731	146344988
cpg.21405	chr5	146345723	146346289
cpg.21406	chr5	146379006	146379319
cpg.21407	chr5	146447013	146447867
cpg.21408	chr5	146877783	146879012
cpg.21409	chr5	147234720	147235081
cpg.21410	chr5	147452997	147454375
cpg.21411	chr5	147509187	147510165
cpg.21412	chr5	148383720	148384103
cpg.21413	chr5	148653909	148654517
cpg.21414	chr5	148826512	148826919
cpg.21415	chr5	149141429	149141904
cpg.21416	chr5	149271580	149272209
cpg.21417	chr5	149345325	149345762
cpg.21418	chr5	149357783	149358046
cpg.21419	chr5	149550686	149551681
cpg.21420	chr5	149581234	149581640
cpg.21421	chr5	149730007	149732187
cpg.21422	chr5	149960368	149961388
cpg.21423	chr5	150000401	150001239
cpg.21424	chr5	150132737	150132967
cpg.21425	chr5	150166464	150167425
cpg.21426	chr5	150190029	150190382
cpg.21427	chr5	150297415	150298188
cpg.21428	chr5	150302139	150303038
cpg.21429	chr5	150357469	150357887
cpg.21430	chr5	150449580	150450068
cpg.21431	chr5	150485501	150486510
cpg.21432	chr5	150527903	150528125
cpg.21433	chr5	150625108	150625422
cpg.21434	chr5	150649383	150649895
cpg.21435	chr5	150656406	150657067
cpg.21436	chr5	150671554	150672578
cpg.21437	chr5	150700569	150701141
cpg.21438	chr5	150758809	150759152
cpg.21439	chr5	150778661	150779092
cpg.21440	chr5	150904823	150905073
cpg.21441	chr5	150946342	150946632
cpg.21442	chr5	151020439	151020800
cpg.21443	chr5	151080525	151081303
cpg.21444	chr5	151157530	151157857
cpg.21445	chr5	151223652	151224192
cpg.21446	chr5	151252871	151253102
cpg.21447	chr5	151447541	151447939
cpg.21448	chr5	151531591	151531940
cpg.21449	chr5	151758431	151758857
cpg.21450	chr5	151770453	151772525
cpg.21451	chr5	151924665	151925263
cpg.21452	chr5	154038623	154039109
cpg.21453	chr5	154189985	154190978
cpg.21454	chr5	154405081	154405570
cpg.21455	chr5	154445857	154446966
cpg.21456	chr5	154473496	154473991
cpg.21457	chr5	154475630	154476568
cpg.21458	chr5	154477478	154479553
cpg.21459	chr5	154482582	154482891
cpg.21460	chr5	154493279	154493668
cpg.21461	chr5	154610397	154611038
cpg.21462	chr5	154631313	154631599
cpg.21463	chr5	154647258	154647697
cpg.21464	chr5	154690700	154690910
cpg.21465	chr5	154754579	154757449
cpg.21466	chr5	154857448	154858802
cpg.21467	chr5	154937888	154938370
cpg.21468	chr5	155727944	155729374
cpg.21469	chr5	156850291	156850674
cpg.21470	chr5	157142565	157143056
cpg.21471	chr5	157265802	157266739
cpg.21472	chr5	157459961	157460432
cpg.21473	chr5	157574460	157574748
cpg.21474	chr5	157575166	157576174
cpg.21475	chr5	157651319	157652556
cpg.21476	chr5	157671255	157672033
cpg.21477	chr5	157690141	157691371
cpg.21478	chr5	157731370	157731848
cpg.21479	chr5	157743497	157744313
cpg.21480	chr5	157858761	157859246
cpg.21481	chr5	159051370	159051622
cpg.21482	chr5	159096898	159097590
cpg.21483	chr5	159100366	159100975
cpg.21484	chr5	159104367	159104640
cpg.21485	chr5	159105286	159105494
cpg.21486	chr5	159106549	159106992
cpg.21487	chr5	159209144	159209941
cpg.21488	chr5	159263005	159263533
cpg.21489	chr5	159331466	159331831
cpg.21490	chr5	159773230	159773685
cpg.21491	chr5	159916329	159916865
cpg.21492	chr5	159971997	159972921
cpg.21493	chr5	159987039	159987573
cpg.21494	chr5	160118599	160119527
cpg.21495	chr5	160311774	160312906
cpg.21496	chr5	160370381	160370690
cpg.21497	chr5	160399801	160400104
cpg.21498	chr5	160418989	160419253
cpg.21499	chr5	160421772	160422106
cpg.21500	chr5	161547686	161548378
cpg.21501	chr5	163437378	163437650
cpg.21502	chr5	163459773	163460236
cpg.21503	chr5	163505448	163505940
cpg.21504	chr5	166978479	166978687
cpg.21505	chr5	167858534	167858862
cpg.21506	chr5	168262222	168262733
cpg.21507	chr5	168291518	168292683
cpg.21508	chr5	168486292	168486636
cpg.21509	chr5	168529214	168529500
cpg.21510	chr5	168529771	168530366
cpg.21511	chr5	168579093	168579913
cpg.21512	chr5	169300425	169301271
cpg.21513	chr5	169583589	169584171
cpg.21514	chr5	169637266	169637698
cpg.21515	chr5	170106076	170106530
cpg.21516	chr5	170232826	170233225
cpg.21517	chr5	170503865	170504467
cpg.21518	chr5	170744552	170744794
cpg.21519	chr5	170861875	170862643
cpg.21520	chr5	171308165	171312859
cpg.21521	chr5	171314599	171315747
cpg.21522	chr5	171316174	171317103
cpg.21523	chr5	171387443	171388651
cpg.21524	chr5	171418756	171421120
cpg.21525	chr5	171450628	171450863
cpg.21526	chr5	171456596	171456832
cpg.21527	chr5	171630067	171630336
cpg.21528	chr5	172006000	172007078
cpg.21529	chr5	172055569	172055773
cpg.21530	chr5	172187426	172188935
cpg.21531	chr5	172255491	172255724
cpg.21532	chr5	172283176	172284149
cpg.21533	chr5	172284368	172284579
cpg.21534	chr5	172296738	172297107
cpg.21535	chr5	172454131	172454814
cpg.21536	chr5	172617849	172618077
cpg.21537	chr5	172641015	172642171
cpg.21538	chr5	172669728	172670383
cpg.21539	chr5	172683279	172684301
cpg.21540	chr5	172686674	172686902
cpg.21541	chr5	172748477	172748880
cpg.21542	chr5	172770479	172772603
cpg.21543	chr5	172834142	172834668
cpg.21544	chr5	172958519	172958909
cpg.21545	chr5	172959295	172959539
cpg.21546	chr5	172959890	172960099
cpg.21547	chr5	172983775	172984158
cpg.21548	chr5	173056112	173057410
cpg.21549	chr5	173228837	173229199
cpg.21550	chr5	173232046	173233274
cpg.21551	chr5	173233717	173234130
cpg.21552	chr5	173234483	173235225
cpg.21553	chr5	173236613	173237581
cpg.21554	chr5	173238303	173239069
cpg.21555	chr5	173243826	173244821
cpg.21556	chr5	173245308	173245968
cpg.21557	chr5	173283762	173284059
cpg.21558	chr5	173293944	173294166
cpg.21559	chr5	173327053	173330095
cpg.21560	chr5	173616120	173616892
cpg.21561	chr5	173887928	173888231
cpg.21562	chr5	173888505	173888976
cpg.21563	chr5	173988921	173989564
cpg.21564	chr5	174311900	174312531
cpg.21565	chr5	174721146	174721481
cpg.21566	chr5	174724475	174725361
cpg.21567	chr5	174731677	174732726
cpg.21568	chr5	174735363	174735840
cpg.21569	chr5	174751100	174751925
cpg.21570	chr5	175443750	175445342
cpg.21571	chr5	175478515	175479062
cpg.21572	chr5	175658012	175658753
cpg.21573	chr5	175773312	175773552
cpg.21574	chr5	175796606	175797676
cpg.21575	chr5	175871512	175872622
cpg.21576	chr5	175967847	175968380
cpg.21577	chr5	176060564	176061847
cpg.21578	chr5	176133202	176133731
cpg.21579	chr5	176194330	176195030
cpg.21580	chr5	176198963	176199703
cpg.21581	chr5	176238133	176239024
cpg.21582	chr5	176361318	176361995
cpg.21583	chr5	176365352	176366502
cpg.21584	chr5	176388287	176389447
cpg.21585	chr5	176416117	176416843
cpg.21586	chr5	176447628	176448427
cpg.21587	chr5	176536497	176538115
cpg.21588	chr5	176542748	176544052
cpg.21589	chr5	176596776	176597650
cpg.21590	chr5	176609457	176610736
cpg.21591	chr5	176619292	176620640
cpg.21592	chr5	176629519	176630675
cpg.21593	chr5	176647137	176647622
cpg.21594	chr5	176680067	176680520
cpg.21595	chr5	176743243	176743795
cpg.21596	chr5	176809760	176811080
cpg.21597	chr5	176817604	176818283
cpg.21598	chr5	176869540	176869932
cpg.21599	chr5	176877964	176878165
cpg.21600	chr5	176887450	176887661
cpg.21601	chr5	177005853	177006907
cpg.21602	chr5	177022498	177023114
cpg.21603	chr5	177086650	177087432
cpg.21604	chr5	177093156	177093621
cpg.21605	chr5	177116899	177117227
cpg.21606	chr5	177131851	177134651
cpg.21607	chr5	177266339	177266630
cpg.21608	chr5	177303030	177304129
cpg.21609	chr5	177311447	177312561
cpg.21610	chr5	177332070	177332360
cpg.21611	chr5	177337114	177337541
cpg.21612	chr5	177351571	177352089
cpg.21613	chr5	177362977	177363252
cpg.21614	chr5	177366958	177367840
cpg.21615	chr5	177396422	177396669
cpg.21616	chr5	177400080	177400753
cpg.21617	chr5	177402338	177402755
cpg.21618	chr5	177403274	177404638
cpg.21619	chr5	177426021	177427124
cpg.21620	chr5	177433861	177434097
cpg.21621	chr5	177436061	177436265
cpg.21622	chr5	177446348	177447736
cpg.21623	chr5	177454220	177456153
cpg.21624	chr5	177467414	177467793
cpg.21625	chr5	177472787	177473635
cpg.21626	chr5	177491573	177492658
cpg.21627	chr5	177496803	177498338
cpg.21628	chr5	177504109	177504400
cpg.21629	chr5	177516524	177517507
cpg.21630	chr5	177531300	177531516
cpg.21631	chr5	177553788	177554788
cpg.21632	chr5	177592063	177592633
cpg.21633	chr5	177599714	177600518
cpg.21634	chr5	177604164	177604583
cpg.21635	chr5	177608350	177608659
cpg.21636	chr5	177671633	177672524
cpg.21637	chr5	177782717	177783522
cpg.21638	chr5	177875422	177875954
cpg.21639	chr5	177939301	177939972
cpg.21640	chr5	177944362	177944611
cpg.21641	chr5	177961752	177962249
cpg.21642	chr5	177971161	177971433
cpg.21643	chr5	177984341	177984938
cpg.21644	chr5	177985533	177986021
cpg.21645	chr5	178006280	178007492
cpg.21646	chr5	178055698	178055960
cpg.21647	chr5	178113206	178114233
cpg.21648	chr5	178130549	178131392
cpg.21649	chr5	178153533	178154125
cpg.21650	chr5	178165654	178165985
cpg.21651	chr5	178187101	178187459
cpg.21652	chr5	178204218	178205507
cpg.21653	chr5	178232196	178232926
cpg.21654	chr5	178302222	178302465
cpg.21655	chr5	178337135	178337340
cpg.21656	chr5	178394851	178396864
cpg.21657	chr5	178525109	178525737
cpg.21658	chr5	178576622	178577246
cpg.21659	chr5	178589557	178590669
cpg.21660	chr5	178626431	178627410
cpg.21661	chr5	178729128	178729554
cpg.21662	chr5	178730188	178730825
cpg.21663	chr5	178859873	178860941
cpg.21664	chr5	178895712	178896537
cpg.21665	chr5	178940619	178941724
cpg.21666	chr5	178986295	178986730
cpg.21667	chr5	178988942	178989196
cpg.21668	chr5	178994224	178995336
cpg.21669	chr5	179023629	179024215
cpg.21670	chr5	179060145	179060920
cpg.21671	chr5	179120420	179121700
cpg.21672	chr5	179124776	179125119
cpg.21673	chr5	179137773	179137976
cpg.21674	chr5	179138715	179138917
cpg.21675	chr5	179166902	179167655
cpg.21676	chr5	179224050	179224327
cpg.21677	chr5	179257325	179257658
cpg.21678	chr5	179343723	179345793
cpg.21679	chr5	179374297	179374815
cpg.21680	chr5	179530432	179530899
cpg.21681	chr5	179550297	179551290
cpg.21682	chr5	179559512	179559998
cpg.21683	chr5	179577496	179577835
cpg.21684	chr5	179623001	179624610
cpg.21685	chr5	179632336	179632699
cpg.21686	chr5	179634208	179634671
cpg.21687	chr5	179657874	179658337
cpg.21688	chr5	179678168	179679411
cpg.21689	chr5	179698340	179699339
cpg.21690	chr5	179732466	179733533
cpg.21691	chr5	179795607	179796824
cpg.21692	chr5	179797732	179797985
cpg.21693	chr5	179801283	179802003
cpg.21694	chr5	179805532	179807595
cpg.21695	chr5	179816545	179817453
cpg.21696	chr5	179820784	179821711
cpg.21697	chr5	179849846	179850068
cpg.21698	chr5	179858250	179859416
cpg.21699	chr5	179879108	179879346
cpg.21700	chr5	179907344	179908115
cpg.21701	chr5	180071399	180072338
cpg.21702	chr5	180090442	180090664
cpg.21703	chr5	180112858	180113773
cpg.21704	chr5	180127110	180127556
cpg.21705	chr5	180136199	180136779
cpg.21706	chr5	180161400	180161773
cpg.21707	chr5	180207577	180207875
cpg.21708	chr5	180208995	180209444
cpg.21709	chr5	180291528	180292767
cpg.21710	chr5	180313710	180314121
cpg.21711	chr5	180352114	180354279
cpg.21712	chr5	180389662	180390005
cpg.21713	chr5	180494201	180495179
cpg.21714	chr5	180590099	180592062
cpg.21715	chr5	180615430	180615965
cpg.21716	chr5	180618789	180621897
cpg.21717	chr5	180628849	180629126
cpg.21718	chr5	180648688	180649906
cpg.21719	chr5	180673700	180674209
cpg.21720	chr5	180792007	180792883
cpg.21721	chr5	180802375	180803147
cpg.21722	chr5	180809992	180811209
cpg.21723	chr5	180831203	180831784
cpg.21724	chr5	180860903	180861862
cpg.21725	chr5	180970288	180970563
cpg.21726	chr5	181052585	181053959
cpg.21727	chr5	181059154	181059892
cpg.21728	chr5	181097612	181098276
cpg.21729	chr5	181100368	181101782
cpg.21730	chr5	181104008	181104218
cpg.21731	chr5	181114651	181114898
cpg.21732	chr5	181115153	181115402
cpg.21733	chr5	181160685	181161234
cpg.21734	chr5	181169863	181170124
cpg.21735	chr5	181183053	181183263
cpg.21736	chr5	181189157	181192114
cpg.21737	chr5	181195178	181195658
cpg.21738	chr5	181203981	181205569
cpg.21739	chr5	181217239	181217683
cpg.21740	chr5	181219688	181220049
cpg.21741	chr5	181222487	181222768
cpg.21742	chr5	181223099	181223679
cpg.21743	chr5	181223917	181224121
cpg.21744	chr5	181234182	181234555
cpg.21745	chr5	181243373	181243996
cpg.21746	chr5	181246068	181247150
cpg.21747	chr5	181261050	181261961
cpg.21748	chr5	181273393	181273686
cpg.21749	chr5	181281601	181281847
cpg.21750	chr5	181327404	181327843
cpg.21751	chr5	181436704	181437717
cpg.21752	chr5	181448826	181451601
cpg.21753	chr6	291948	292839
cpg.21754	chr6	391188	393802
cpg.21755	chr6	423846	424827
cpg.21756	chr6	519079	521338
cpg.21757	chr6	537144	537522
cpg.21758	chr6	656409	657155
cpg.21759	chr6	692464	693348
cpg.21760	chr6	710834	711297
cpg.21761	chr6	887605	887908
cpg.21762	chr6	1310833	1313985
cpg.21763	chr6	1316665	1317727
cpg.21764	chr6	1378210	1379083
cpg.21765	chr6	1379458	1379779
cpg.21766	chr6	1381508	1384976
cpg.21767	chr6	1388904	1391158
cpg.21768	chr6	1392814	1393935
cpg.21769	chr6	1515280	1515563
cpg.21770	chr6	1523918	1524308
cpg.21771	chr6	1555027	1555346
cpg.21772	chr6	1598855	1599167
cpg.21773	chr6	1601389	1601903
cpg.21774	chr6	1604371	1605510
cpg.21775	chr6	1608314	1615631
cpg.21776	chr6	1618858	1620859
cpg.21777	chr6	1623950	1625233
cpg.21778	chr6	2244884	2245919
cpg.21779	chr6	2634138	2634711
cpg.21780	chr6	2685166	2685391
cpg.21781	chr6	2764969	2766541
cpg.21782	chr6	2841539	2842039
cpg.21783	chr6	2875367	2875577
cpg.21784	chr6	2891695	2891948
cpg.21785	chr6	2902941	2903672
cpg.21786	chr6	2970852	2971728
cpg.21787	chr6	2988621	2989315
cpg.21788	chr6	2999843	3000286
cpg.21789	chr6	3063577	3064319
cpg.21790	chr6	3068296	3069120
cpg.21791	chr6	3090760	3094081
cpg.21792	chr6	3118338	3119058
cpg.21793	chr6	3140321	3140551
cpg.21794	chr6	3145216	3145450
cpg.21795	chr6	3153906	3154512
cpg.21796	chr6	3156725	3156933
cpg.21797	chr6	3157166	3158184
cpg.21798	chr6	3162598	3163289
cpg.21799	chr6	3224682	3225400
cpg.21800	chr6	3226791	3229454
cpg.21801	chr6	3231361	3232055
cpg.21802	chr6	3258813	3259504
cpg.21803	chr6	3455827	3457729
cpg.21804	chr6	3750554	3752533
cpg.21805	chr6	3849037	3850814
cpg.21806	chr6	4018244	4018867
cpg.21807	chr6	4021210	4021770
cpg.21808	chr6	4078818	4079487
cpg.21809	chr6	4134941	4135570
cpg.21810	chr6	4135989	4136226
cpg.21811	chr6	4254622	4255075
cpg.21812	chr6	4281770	4282076
cpg.21813	chr6	4774897	4776695
cpg.21814	chr6	4776923	4777316
cpg.21815	chr6	5003751	5004138
cpg.21816	chr6	5084282	5086798
cpg.21817	chr6	5134938	5135561
cpg.21818	chr6	5260497	5261702
cpg.21819	chr6	5851377	5851608
cpg.21820	chr6	5994676	5994970
cpg.21821	chr6	5995952	5996253
cpg.21822	chr6	5996794	5997181
cpg.21823	chr6	5998916	5999730
cpg.21824	chr6	6002287	6004772
cpg.21825	chr6	6006456	6006810
cpg.21826	chr6	6007154	6007564
cpg.21827	chr6	6008624	6009364
cpg.21828	chr6	6058122	6058431
cpg.21829	chr6	6546137	6546997
cpg.21830	chr6	7051263	7052699
cpg.21831	chr6	7106842	7109621
cpg.21832	chr6	7140803	7141343
cpg.21833	chr6	7229644	7230632
cpg.21834	chr6	7246432	7247339
cpg.21835	chr6	7261085	7261385
cpg.21836	chr6	7268940	7269153
cpg.21837	chr6	7312578	7313423
cpg.21838	chr6	7389401	7390084
cpg.21839	chr6	7541285	7543239
cpg.21840	chr6	7590166	7590693
cpg.21841	chr6	7725862	7727928
cpg.21842	chr6	7728652	7728875
cpg.21843	chr6	7909854	7911185
cpg.21844	chr6	7986100	7986614
cpg.21845	chr6	8063813	8064532
cpg.21846	chr6	8102271	8102699
cpg.21847	chr6	8435081	8435908
cpg.21848	chr6	9398860	9399366
cpg.21849	chr6	10319448	10319812
cpg.21850	chr6	10381325	10382121
cpg.21851	chr6	10383292	10383881
cpg.21852	chr6	10384732	10385259
cpg.21853	chr6	10389937	10390332
cpg.21854	chr6	10390655	10390865
cpg.21855	chr6	10404129	10404947
cpg.21856	chr6	10409876	10410457
cpg.21857	chr6	10411161	10413624
cpg.21858	chr6	10413983	10414265
cpg.21859	chr6	10414785	10415085
cpg.21860	chr6	10417151	10417609
cpg.21861	chr6	10419166	10420090
cpg.21862	chr6	10421181	10421494
cpg.21863	chr6	10422088	10422415
cpg.21864	chr6	10425967	10426405
cpg.21865	chr6	10694384	10695119
cpg.21866	chr6	10722789	10723376
cpg.21867	chr6	10747594	10747885
cpg.21868	chr6	10837865	10838682
cpg.21869	chr6	10881613	10881818
cpg.21870	chr6	10882693	10882916
cpg.21871	chr6	10886951	10887389
cpg.21872	chr6	11043680	11044973
cpg.21873	chr6	11093354	11094434
cpg.21874	chr6	11537304	11538696
cpg.21875	chr6	12009100	12009427
cpg.21876	chr6	12011307	12012195
cpg.21877	chr6	12012510	12012834
cpg.21878	chr6	12749645	12750025
cpg.21879	chr6	13013680	13013977
cpg.21880	chr6	13014741	13014971
cpg.21881	chr6	13328355	13328864
cpg.21882	chr6	13364767	13365717
cpg.21883	chr6	13486092	13488560
cpg.21884	chr6	13574206	13574878
cpg.21885	chr6	13614669	13615671
cpg.21886	chr6	13710747	13712324
cpg.21887	chr6	13769254	13769886
cpg.21888	chr6	13813711	13814714
cpg.21889	chr6	13873534	13874031
