gene	chr	start	stop
DEFB105A	chr8	7821004	7823880
None	chr8	7823881	7825138
DEFB106A	chr8	7825139	7829053
None	chr8	7829054	7836435
DEFB104A	chr8	7836436	7841242
None	chr8	7841243	7847875
SPAG11A	chr8	7847876	7868867
None	chr8	7868868	7881391
DEFB103A	chr8	7881392	7882663
None	chr8	7882664	7894676
DEFB4A	chr8	7894677	7896716
None	chr8	7896717	7926336
ZNF705B	chr8	7926337	7952413
None	chr8	7952414	7971660
USP17L8	chr8	7971661	7973253
None	chr8	7973254	7976392
USP17L3	chr8	7976393	7977985
None	chr8	7977986	8317735
PRAG1	chr8	8317736	8386439
None	chr8	8386440	8701936
CLDN23	chr8	8701937	8704096
None	chr8	8704097	8783353
MFHAS1	chr8	8783354	8893630
None	chr8	8893631	9002146
ERI1	chr8	9002147	9116746
None	chr8	9116747	9136254
PPP1R3B	chr8	9136255	9151574
None	chr8	9151575	9555911
TNKS	chr8	9555912	9782346
None	chr8	9782347	10054291
MSRA	chr8	10054292	10428891
None	chr8	10428892	10482877
PRSS51-PRSS55	chr8	10482878	10554166
None	chr8	10554167	10606348
RP1L1-C8orf74	chr8	10606349	10712187
None	chr8	10712188	10723767
SOX7-PINX1-PINX1	chr8	10723768	10839884
None	chr8	10839885	10896044
XKR6	chr8	10896045	11201833
None	chr8	11201834	11284815
MTMR9	chr8	11284816	11328146
None	chr8	11328147	11331011
SLC35G5	chr8	11331012	11332360
None	chr8	11332361	11421475
FAM167A	chr8	11421476	11475908
None	chr8	11475909	11486893
BLK	chr8	11486894	11564599
None	chr8	11564600	11676958
GATA4	chr8	11676959	11760002
None	chr8	11760003	11769638
NEIL2	chr8	11769639	11787345
None	chr8	11787346	11795572
FDFT1	chr8	11795573	11839304
None	chr8	11839305	11842523
CTSB	chr8	11842524	11869533
None	chr8	11869534	11973936
DEFB136	chr8	11973937	11974599
None	chr8	11974600	11982255
DEFB135	chr8	11982256	11984590
None	chr8	11984591	11993173
DEFB134	chr8	11993174	11996312
None	chr8	11996313	12064388
DEFB130B	chr8	12064389	12071747
None	chr8	12071748	12104388
ZNF705D	chr8	12104389	12115516
None	chr8	12115517	12132416
USP17L7	chr8	12132417	12134099
None	chr8	12134100	12136434
USP17L2	chr8	12136435	12138849
None	chr8	12138850	12182095
FAM86B1	chr8	12182096	12194133
None	chr8	12194134	12310961
DEFB130A	chr8	12310962	12318316
None	chr8	12318317	12424410
FAM86B2	chr8	12424411	12436406
None	chr8	12436407	12721905
LONRF1	chr8	12721906	12756073
None	chr8	12756074	12945641
TRMT9B	chr8	12945642	13031503
None	chr8	13031504	13083360
DLC1-C8orf48	chr8	13083361	13604610
None	chr8	13604611	14084844
SGCZ	chr8	14084845	15238431
None	chr8	15238432	15417214
TUSC3	chr8	15417215	15766649
None	chr8	15766650	16107877
MSR1	chr8	16107878	16567490
None	chr8	16567491	16992180
FGF20	chr8	16992181	17002345
None	chr8	17002346	17027237
MICU3	chr8	17027238	17122642
None	chr8	17122643	17156481
ZDHHC2	chr8	17156482	17224799
None	chr8	17224800	17224965
CNOT7	chr8	17224966	17246878
None	chr8	17246879	17246930
VPS37A-MTMR7	chr8	17246931	17413528
None	chr8	17413529	17497087
SLC7A2	chr8	17497088	17570573
None	chr8	17570574	17576432
PDGFRL-MTUS1	chr8	17576433	17801094
None	chr8	17801095	17864379
FGL1	chr8	17864380	17910365
None	chr8	17910366	17922967
PCM1	chr8	17922968	18029948
None	chr8	18029949	18055991
ASAH1	chr8	18055992	18084998
None	chr8	18084999	18170476
NAT1	chr8	18170477	18223689
None	chr8	18223690	18391281
NAT2	chr8	18391282	18401218
None	chr8	18401219	18527302
PSD3	chr8	18527303	19084730
None	chr8	19084731	19313692
SH2D4A	chr8	19313693	19396218
None	chr8	19396219	19404160
CSGALNACT1	chr8	19404161	19758029
None	chr8	19758030	19817390
INTS10	chr8	19817391	19852083
None	chr8	19852084	19901716
LPL	chr8	19901717	19967259
None	chr8	19967260	20144854
SLC18A1	chr8	20144855	20183206
None	chr8	20183207	20197380
ATP6V1B2	chr8	20197381	20226819
None	chr8	20226820	20246164
LZTS1	chr8	20246165	20303963
None	chr8	20303964	21690397
GFRA2	chr8	21690398	21812357
None	chr8	21812358	21908872
DOK2	chr8	21908873	21913690
None	chr8	21913691	21919661
XPO7	chr8	21919662	22006585
None	chr8	22006586	22024124
NPM2	chr8	22024125	22036897
None	chr8	22036898	22042397
FGF17	chr8	22042398	22048809
None	chr8	22048810	22048994
DMTN	chr8	22048995	22082527
None	chr8	22082528	22089149
FHIP2B	chr8	22089150	22104911
None	chr8	22104912	22106873
NUDT18	chr8	22106874	22109419
None	chr8	22109420	22114418
HR-HRURF	chr8	22114419	22133384
None	chr8	22133385	22138019
REEP4	chr8	22138020	22141951
None	chr8	22141952	22146829
LGI3-SFTPC	chr8	22146830	22164479
None	chr8	22164480	22165139
BMP1	chr8	22165140	22212326
None	chr8	22212327	22219702
PHYHIP	chr8	22219703	22232101
None	chr8	22232102	22245132
POLR3D	chr8	22245133	22254601
None	chr8	22254602	22275315
PIWIL2	chr8	22275316	22357568
None	chr8	22357569	22367277
SLC39A14	chr8	22367278	22434129
None	chr8	22434130	22440818
PPP3CC	chr8	22440819	22541142
None	chr8	22541143	22544985
SORBS3	chr8	22544986	22575788
None	chr8	22575789	22578278
PDLIM2	chr8	22578279	22598025
None	chr8	22598026	22599598
C8orf58	chr8	22599599	22604150
None	chr8	22604151	22604756
CCAR2-BIN3	chr8	22604757	22669148
None	chr8	22669149	22687658
EGR3	chr8	22687659	22693480
None	chr8	22693481	22713250
PEBP4-RHOBTB2-TNFRSF10B	chr8	22713251	23069031
None	chr8	23069032	23102920
TNFRSF10C	chr8	23102921	23117445
None	chr8	23117446	23135587
TNFRSF10D	chr8	23135588	23164027
None	chr8	23164028	23190451
TNFRSF10A	chr8	23190452	23225102
None	chr8	23225103	23243636
CHMP7	chr8	23243637	23262000
None	chr8	23262001	23270119
R3HCC1	chr8	23270120	23296279
None	chr8	23296280	23296896
LOXL2-ENTPD4	chr8	23296897	23457695
None	chr8	23457696	23528955
SLC25A37	chr8	23528956	23575463
None	chr8	23575464	23678696
NKX3-1	chr8	23678697	23682938
None	chr8	23682939	23701739
NKX2-6	chr8	23701740	23706756
None	chr8	23706757	23841928
STC1	chr8	23841929	23854806
None	chr8	23854807	24294068
ADAM28	chr8	24294069	24359014
None	chr8	24359015	24384284
ADAMDEC1	chr8	24384285	24406013
None	chr8	24406014	24440929
ADAM7	chr8	24440930	24526970
None	chr8	24526971	24913757
NEFM	chr8	24913758	24919098
None	chr8	24919099	24950954
NEFL	chr8	24950955	24956721
None	chr8	24956722	25184688
DOCK5	chr8	25184689	25418082
None	chr8	25418083	25419257
GNRH1	chr8	25419258	25424654
None	chr8	25424655	25427846
KCTD9	chr8	25427847	25458476
None	chr8	25458477	25459198
CDCA2	chr8	25459199	25507911
None	chr8	25507912	25841724
EBF2	chr8	25841725	26045413
None	chr8	26045414	26291507
PPP2R2A	chr8	26291508	26372680
None	chr8	26372681	26383053
BNIP3L-PNMA2-DPYSL2	chr8	26383054	26658178
None	chr8	26658179	26748149
ADRA1A	chr8	26748150	26867278
None	chr8	26867279	27235307
STMN4	chr8	27235308	27258420
None	chr8	27258421	27284885
TRIM35	chr8	27284886	27311272
None	chr8	27311273	27311481
PTK2B	chr8	27311482	27459391
None	chr8	27459392	27459755
CHRNA2	chr8	27459756	27479883
None	chr8	27479884	27490780
EPHX2	chr8	27490781	27545564
None	chr8	27545565	27596916
CLU	chr8	27596917	27614700
None	chr8	27614701	27633867
SCARA3	chr8	27633868	27676776
None	chr8	27676777	27733315
CCDC25-ESCO2-PBK	chr8	27733316	27838082
None	chr8	27838083	27869882
SCARA5	chr8	27869883	27992673
None	chr8	27992674	28021963
NUGGC	chr8	28021964	28083936
None	chr8	28083937	28089672
ELP3	chr8	28089673	28191156
None	chr8	28191157	28316985
PNOC	chr8	28316986	28343355
None	chr8	28343356	28345589
ZNF395-FBXO16	chr8	28345590	28490278
None	chr8	28490279	28494204
FZD3	chr8	28494205	28574267
None	chr8	28574268	28600468
EXTL3	chr8	28600469	28755599
None	chr8	28755600	28767660
INTS9	chr8	28767661	28890242
None	chr8	28890243	28890394
HMBOX1	chr8	28890395	29064764
None	chr8	29064765	29067277
KIF13B	chr8	29067278	29263124
None	chr8	29263125	29333063
DUSP4	chr8	29333064	29350684
None	chr8	29350685	30063002
SARAF	chr8	30063003	30083208
None	chr8	30083209	30095407
LEPROTL1-MBOAT4-DCTN6	chr8	30095408	30183639
None	chr8	30183640	30384510
RBPMS	chr8	30384511	30572256
None	chr8	30572257	30578317
GTF2E2-SMIM18	chr8	30578318	30658236
None	chr8	30658237	30678065
GSR	chr8	30678066	30727846
None	chr8	30727847	30729130
UBXN8	chr8	30729131	30767006
None	chr8	30767007	30774456
PPP2CB	chr8	30774457	30814314
None	chr8	30814315	30831543
TEX15	chr8	30831544	30913008
None	chr8	30913009	30995801
PURG	chr8	30995802	31033715
None	chr8	31033716	31033787
WRN	chr8	31033788	31176138
None	chr8	31176139	31639221
NRG1	chr8	31639222	32855666
None	chr8	32855667	33370823
FUT10	chr8	33370824	33473146
None	chr8	33473147	33473385
TTI2-MAK16	chr8	33473386	33513185
None	chr8	33513186	33547753
RNF122	chr8	33547754	33567128
None	chr8	33567129	33591329
DUSP26	chr8	33591330	33600023
None	chr8	33600024	35235474
UNC5D	chr8	35235475	35796550
None	chr8	35796551	36784323
KCNU1	chr8	36784324	36936125
None	chr8	36936126	37695781
ZNF703	chr8	37695782	37700019
None	chr8	37700020	37736600
ERLIN2	chr8	37736601	37758422
None	chr8	37758423	37762594
PLPBP	chr8	37762595	37779768
None	chr8	37779769	37784190
ADGRA2-BRF2	chr8	37784191	37849861
None	chr8	37849862	37858617
RAB11FIP1	chr8	37858618	37899497
None	chr8	37899498	37934280
GOT1L1	chr8	37934281	37940124
None	chr8	37940125	37962989
ADRB3	chr8	37962990	37966599
None	chr8	37966600	38030533
EIF4EBP1	chr8	38030534	38060365
None	chr8	38060366	38105492
ASH2L-STAR	chr8	38105493	38150992
None	chr8	38150993	38163334
LSM1-BAG4	chr8	38163335	38213301
None	chr8	38213302	38225217
DDHD2-PLPP5-NSD3	chr8	38225218	38382272
None	chr8	38382273	38386206
LETM2-FGFR1	chr8	38386207	38468834
None	chr8	38468835	38728185
TACC1	chr8	38728186	38853028
None	chr8	38853029	38901234
PLEKHA2	chr8	38901235	38973912
None	chr8	38973913	38974227
HTRA4	chr8	38974228	38988663
None	chr8	38988664	38988807
TM2D2-ADAM9	chr8	38988808	39105445
None	chr8	39105446	39106989
ADAM32	chr8	39106990	39284917
None	chr8	39284918	39584488
ADAM18	chr8	39584489	39730065
None	chr8	39730066	39743734
ADAM2	chr8	39743735	39838227
None	chr8	39838228	39902274
IDO1	chr8	39902275	39928790
None	chr8	39928791	39934613
IDO2	chr8	39934614	40016397
None	chr8	40016398	40153481
TCIM	chr8	40153482	40155310
None	chr8	40155311	40530589
ZMAT4	chr8	40530590	40897833
None	chr8	40897834	41261961
SFRP1	chr8	41261962	41309473
None	chr8	41309474	41488199
GOLGA7	chr8	41488200	41511095
None	chr8	41511096	41529217
GINS4	chr8	41529218	41545030
None	chr8	41545031	41577186
GPAT4	chr8	41577187	41625001
None	chr8	41625002	41645176
NKX6-3	chr8	41645177	41650817
None	chr8	41650818	41653219
ANK1	chr8	41653220	41896762
None	chr8	41896763	41929478
KAT6A	chr8	41929479	42051994
None	chr8	42051995	42152945
AP3M2	chr8	42152946	42171673
None	chr8	42171674	42174717
PLAT	chr8	42174718	42207709
None	chr8	42207710	42271301
IKBKB	chr8	42271302	42332460
None	chr8	42332461	42338453
POLB	chr8	42338454	42371808
None	chr8	42371809	42374062
DKK4	chr8	42374063	42377229
None	chr8	42377230	42391623
VDAC3	chr8	42391624	42405937
None	chr8	42405938	42416474
SLC20A2-SMIM19	chr8	42416475	42555195
None	chr8	42555196	42697365
CHRNB3	chr8	42697366	42737407
None	chr8	42737408	42752619
CHRNA6	chr8	42752620	42796392
None	chr8	42796393	42836673
THAP1	chr8	42836674	42843325
None	chr8	42843326	42849636
RNF170-HOOK3	chr8	42849637	43030535
None	chr8	43030536	43034193
FNTA	chr8	43034194	43085788
None	chr8	43085789	43093497
POMK	chr8	43093498	43131180
None	chr8	43131181	43140463
HGSNAT	chr8	43140464	43202855
None	chr8	43202856	47260877
SPIDR	chr8	47260878	47736306
None	chr8	47736307	47736912
CEBPD	chr8	47736913	47738164
None	chr8	47738165	47773110
PRKDC	chr8	47773111	47960178
None	chr8	47960179	47960184
MCM4	chr8	47960185	47978160
None	chr8	47978161	48008414
UBE2V2	chr8	48008415	48064708
None	chr8	48064709	48710788
EFCAB1	chr8	48710789	48735311
None	chr8	48735312	48917597
SNAI2	chr8	48917598	48921740
None	chr8	48921741	49054310
PPDPFL	chr8	49054311	49076093
None	chr8	49076094	49909788
SNTG1	chr8	49909789	50796692
None	chr8	50796693	51319576
PXDNL	chr8	51319577	51809445
None	chr8	51809446	51817574
PCMTD1	chr8	51817575	51899186
None	chr8	51899187	52110837
ST18	chr8	52110838	52460959
None	chr8	52460960	52534036
ALKAL1	chr8	52534037	52565430
None	chr8	52565431	52622457
RB1CC1	chr8	52622458	52745843
None	chr8	52745844	52939181
NPBWR1	chr8	52939182	52943734
None	chr8	52943735	53225723
OPRK1	chr8	53225724	53251637
None	chr8	53251638	53715542
ATP6V1H	chr8	53715543	53843558
None	chr8	53843559	53851794
RGS20	chr8	53851795	53959303
None	chr8	53959304	53966551
TCEA1	chr8	53966552	54022456
None	chr8	54022457	54046366
LYPLA1	chr8	54046367	54102017
None	chr8	54102018	54135240
MRPL15	chr8	54135241	54148514
None	chr8	54148515	54457934
SOX17	chr8	54457935	54460892
None	chr8	54460893	54509421
RP1	chr8	54509422	54871720
None	chr8	54871721	55102027
XKR4	chr8	55102028	55542054
None	chr8	55542055	55696423
TMEM68	chr8	55696424	55773407
None	chr8	55773408	55773445
TGS1	chr8	55773446	55826445
None	chr8	55826446	55879834
LYN	chr8	55879835	56014169
None	chr8	56014170	56067253
RPS20	chr8	56067254	56074510
None	chr8	56074511	56112941
MOS	chr8	56112942	56113982
None	chr8	56113983	56160908
PLAG1	chr8	56160909	56211324
None	chr8	56211325	56211685
CHCHD7	chr8	56211686	56218809
None	chr8	56218810	56300004
SDR16C5	chr8	56300005	56320776
None	chr8	56320777	56436673
PENK	chr8	56436674	56446671
None	chr8	56446672	56957930
BPNT2	chr8	56957931	56993867
None	chr8	56993868	57994522
FAM110B	chr8	57994523	58204279
None	chr8	58204280	58411358
UBXN2B	chr8	58411359	58451501
None	chr8	58451502	58490177
CYP7A1	chr8	58490178	58500163
None	chr8	58500164	58552923
SDCBP	chr8	58552924	58582859
None	chr8	58582860	58583507
NSMAF	chr8	58583508	58659853
None	chr8	58659854	58805411
TOX	chr8	58805412	59119147
None	chr8	59119148	60185411
CA8	chr8	60185412	60281400
None	chr8	60281401	60516935
RAB2A	chr8	60516936	60623644
None	chr8	60623645	60678739
CHD7	chr8	60678740	60868028
None	chr8	60868029	61057157
CLVS1-ASPH	chr8	61057158	61714640
None	chr8	61714641	62248590
NKAIN3	chr8	62248591	63014000
None	chr8	63014001	63014880
GGH	chr8	63014881	63039407
None	chr8	63039408	63048552
TTPA	chr8	63048553	63086053
None	chr8	63086054	63168552
YTHDF3	chr8	63168553	63212786
None	chr8	63212787	64580364
BHLHE22	chr8	64580365	64583627
None	chr8	64583628	64587762
CYP7B1	chr8	64587763	64798737
None	chr8	64798738	65602457
ARMC1	chr8	65602458	65634217
None	chr8	65634218	65644733
MTFR1-PDE7A	chr8	65644734	65842322
None	chr8	65842323	66021552
DNAJC5B	chr8	66021553	66101245
None	chr8	66101246	66126895
TRIM55	chr8	66126896	66175485
None	chr8	66175486	66176375
CRH	chr8	66176376	66178464
None	chr8	66178465	66429013
RRS1	chr8	66429014	66430733
None	chr8	66430734	66432491
ADHFE1	chr8	66432492	66468907
None	chr8	66468908	66493519
VXN	chr8	66493520	66518524
None	chr8	66518525	66562174
MYBL1	chr8	66562175	66614247
None	chr8	66614248	66628486
VCPIP1	chr8	66628487	66667231
None	chr8	66667232	66667595
C8orf44-SGK3-SGK3	chr8	66667596	66862022
None	chr8	66862023	66870748
MCMDC2	chr8	66870749	66922048
None	chr8	66922049	66946500
TCF24	chr8	66946501	66962591
None	chr8	66962592	66964098
PPP1R42-COPS5-CSPP1-ARFGEF1	chr8	66964099	67343781
None	chr8	67343782	67422037
CPA6	chr8	67422038	67746378
None	chr8	67746379	67952045
PREX2	chr8	67952046	68237032
None	chr8	68237033	68330954
C8orf34	chr8	68330955	68819023
None	chr8	68819024	69466623
SULF1	chr8	69466624	69660915
None	chr8	69660916	69667045
SLCO5A1	chr8	69667046	69834978
None	chr8	69834979	70051650
PRDM14	chr8	70051651	70071693
None	chr8	70071694	70109781
NCOA2	chr8	70109782	70403808
None	chr8	70403809	70573217
TRAM1	chr8	70573218	70608416
None	chr8	70608417	70635317
LACTB2	chr8	70635318	70669185
None	chr8	70669186	70669338
XKR9	chr8	70669339	70790371
None	chr8	70790372	71197432
EYA1	chr8	71197433	71592025
None	chr8	71592026	71841559
MSC	chr8	71841560	71844412
None	chr8	71844413	72019916
TRPA1	chr8	72019917	72075584
None	chr8	72075585	72537224
KCNB2	chr8	72537225	72938349
None	chr8	72938350	73008855
TERF1	chr8	73008856	73048123
None	chr8	73048124	73064542
SBSPON	chr8	73064543	73124088
None	chr8	73124089	73241330
C8orf89	chr8	73241331	73259530
None	chr8	73259531	73290241
RPL7-RDH10	chr8	73290242	73325281
None	chr8	73325282	73420368
STAU2	chr8	73420369	73747708
None	chr8	73747709	73780096
UBE2W	chr8	73780097	73878910
None	chr8	73878911	73939168
ELOC	chr8	73939169	73972307
None	chr8	73972308	73972436
TMEM70	chr8	73972437	73982783
None	chr8	73982784	73991391
LY96	chr8	73991392	74029079
None	chr8	74029080	74234699
JPH1-GDAP1	chr8	74234700	74518007
None	chr8	74518008	74824533
PI15	chr8	74824534	74855029
None	chr8	74855030	74984504
CRISPLD1	chr8	74984505	75034558
None	chr8	75034559	75407913
HNF4G	chr8	75407914	75566834
None	chr8	75566835	76681238
ZFHX4	chr8	76681239	76867281
None	chr8	76867282	76980257
PEX2	chr8	76980258	77001044
None	chr8	77001045	78516339
PKIA	chr8	78516340	78605267
None	chr8	78605268	78666088
ZC2HC1A-IL7	chr8	78666089	78805523
None	chr8	78805524	79611116
STMN2	chr8	79611117	79666158
None	chr8	79666159	79762370
HEY1	chr8	79762371	79767857
None	chr8	79767858	79918716
MRPS28	chr8	79918717	80030289
None	chr8	80030290	80034744
TPD52	chr8	80034745	80231232
None	chr8	80231233	80485618
ZBTB10	chr8	80485619	80526265
None	chr8	80526266	80628450
ZNF704	chr8	80628451	80874781
None	chr8	80874782	80967809
PAG1	chr8	80967810	81112068
None	chr8	81112069	81280535
FABP5	chr8	81280536	81284777
None	chr8	81284778	81440325
PMP2	chr8	81440326	81447439
None	chr8	81447440	81458252
FABP9	chr8	81458253	81461579
None	chr8	81461580	81478418
FABP4	chr8	81478419	81483236
None	chr8	81483237	81524980
FABP12	chr8	81524981	81590139
None	chr8	81590140	81656913
IMPA1	chr8	81656914	81686331
None	chr8	81686332	81693630
SLC10A5	chr8	81693631	81695058
None	chr8	81695059	81701333
ZFAND1-CHMP4C	chr8	81701334	81759515
None	chr8	81759516	81799580
SNX16	chr8	81799581	81842866
None	chr8	81842867	84182786
RALYL	chr8	84182787	84921844
None	chr8	84921845	85107214
LRRCC1	chr8	85107215	85146080
None	chr8	85146081	85177153
E2F5-RBIS	chr8	85177154	85220421
None	chr8	85220422	85220586
CA13	chr8	85220587	85284073
None	chr8	85284074	85327607
CA1-CA3	chr8	85327608	85449040
None	chr8	85449041	85463967
CA2	chr8	85463968	85481493
None	chr8	85481494	85987322
ATP6V0D2-PSKH2	chr8	85987323	86154225
None	chr8	86154226	86214062
SLC7A13	chr8	86214063	86321146
None	chr8	86321147	86342546
WWP1-RMDN1	chr8	86342547	86514357
None	chr8	86514358	86514434
CPNE3-CNGB3	chr8	86514435	86743675
None	chr8	86743676	86866414
CNBD1	chr8	86866415	87615219
None	chr8	87615220	87870746
DCAF4L2	chr8	87870747	87874015
None	chr8	87874016	88032010
MMP16	chr8	88032011	88328025
None	chr8	88328026	89757805
RIPK2	chr8	89757806	89791064
None	chr8	89791065	89901848
OSGIN2	chr8	89901849	89927888
None	chr8	89927889	89933330
NBN-DECR1	chr8	89933331	90053633
None	chr8	90053634	90058607
CALB1	chr8	90058608	90095475
None	chr8	90095476	90621994
TMEM64	chr8	90621995	90791632
None	chr8	90791633	90791740
NECAB1-C8orf88	chr8	90791741	90985238
None	chr8	90985239	90993801
PIP4P2	chr8	90993802	91040872
None	chr8	91040873	91070195
OTUD6B	chr8	91070196	91087095
None	chr8	91087096	91101831
LRRC69-SLC26A7	chr8	91101832	91398155
None	chr8	91398156	91954966
RUNX1T1	chr8	91954967	92103286
None	chr8	92103287	92883531
TRIQK	chr8	92883532	93017673
None	chr8	93017674	93698560
CIBAR1-RBM12B	chr8	93698561	93741017
None	chr8	93741018	93754843
TMEM67	chr8	93754844	93819234
None	chr8	93819235	93857806
PDP1	chr8	93857807	93926068
None	chr8	93926069	94127161
CDH17	chr8	94127162	94217303
None	chr8	94217304	94249252
GEM	chr8	94249253	94262350
None	chr8	94262351	94371959
RAD54B-FSBP	chr8	94371960	94475115
None	chr8	94475116	94487688
VIRMA	chr8	94487689	94553529
None	chr8	94553530	94641073
ESRP1	chr8	94641074	94707466
None	chr8	94707467	94719702
DPY19L4	chr8	94719703	94793836
None	chr8	94793837	94813310
INTS8-CCNE2-NDUFAF6-TP53INP1	chr8	94813311	95116455
None	chr8	95116456	95133784
PLEKHF2	chr8	95133785	95156685
None	chr8	95156686	95244912
CFAP418	chr8	95244913	95269201
None	chr8	95269202	96142332
GDF6	chr8	96142333	96160806
None	chr8	96160807	96222946
UQCRB	chr8	96222947	96235546
None	chr8	96235547	96239397
MTERF3	chr8	96239398	96261610
None	chr8	96261611	96261901
PTDSS1	chr8	96261902	96336995
None	chr8	96336996	96493812
SDC2	chr8	96493813	96611790
None	chr8	96611791	96645241
CPQ	chr8	96645242	97149654
None	chr8	97149655	97273487
TSPYL5	chr8	97273488	97277928
None	chr8	97277929	97644183
MTDH	chr8	97644184	97730260
None	chr8	97730261	97775056
LAPTM4B	chr8	97775057	97853013
None	chr8	97853014	97868839
MATN2-RPL30	chr8	97868840	98046469
None	chr8	98046470	98064521
ERICH5	chr8	98064522	98093610
None	chr8	98093611	98102343
RIDA	chr8	98102344	98117171
None	chr8	98117172	98117292
POP1	chr8	98117293	98159835
None	chr8	98159836	98189825
NIPAL2	chr8	98189826	98294393
None	chr8	98294394	98371227
STK3-KCNS2	chr8	98371228	98942827
None	chr8	98942828	98944402
OSR2	chr8	98944403	98952104
None	chr8	98952105	99013265
VPS13B-COX6C	chr8	99013266	99893707
None	chr8	99893708	99960935
RGS22	chr8	99960936	100131268
None	chr8	100131269	100133350
FBXO43	chr8	100133351	100145817
None	chr8	100145818	100150622
POLR2K	chr8	100150623	100154003
None	chr8	100154004	100157905
SPAG1-RNF19A	chr8	100157906	100336218
None	chr8	100336219	100509751
ANKRD46	chr8	100509752	100559784
None	chr8	100559785	100572888
SNX31	chr8	100572889	100663415
None	chr8	100663416	100685815
PABPC1	chr8	100685816	100722809
None	chr8	100722810	100916522
YWHAZ	chr8	100916523	100953388
None	chr8	100953389	101177877
ZNF706	chr8	101177878	101206193
None	chr8	101206194	101492438
GRHL2	chr8	101492439	101669726
None	chr8	101669727	101686541
NCALD	chr8	101686542	102124907
None	chr8	102124908	102204501
RRM2B	chr8	102204502	102238961
None	chr8	102238962	102252272
UBR5	chr8	102252273	102412759
None	chr8	102412760	102551588
ODF1	chr8	102551589	102561018
None	chr8	102561019	102648783
KLF10	chr8	102648784	102655725
None	chr8	102655726	102826110
AZIN1	chr8	102826111	102893864
None	chr8	102893865	103021062
ATP6V1C1	chr8	103021063	103073051
None	chr8	103073052	103140712
BAALC	chr8	103140713	103230305
None	chr8	103230306	103298432
FZD6	chr8	103298433	103332866
None	chr8	103332867	103371537
CTHRC1	chr8	103371538	103382989
None	chr8	103382990	103398634
SLC25A32-DCAF13	chr8	103398635	103443453
None	chr8	103443454	103500695
RIMS2	chr8	103500696	104256094
None	chr8	104256095	104330323
DPYS-DCSTAMP	chr8	104330324	104467055
None	chr8	104467056	104489230
LRP12	chr8	104489231	104589258
None	chr8	104589259	104590732
ZFPM2	chr8	104590733	105804539
None	chr8	105804540	106270143
OXR1	chr8	106270144	106752694
None	chr8	106752695	106759482
ABRA	chr8	106759483	106770244
None	chr8	106770245	107249481
ANGPT1	chr8	107249482	107498055
None	chr8	107498056	107899315
RSPO2	chr8	107899316	108083642
None	chr8	108083643	108162786
EIF3E	chr8	108162787	108443496
None	chr8	108443497	108443600
EMC2	chr8	108443601	108489196
None	chr8	108489197	108606849
TMEM74	chr8	108606850	108787594
None	chr8	108787595	109086584
TRHR	chr8	109086585	109121565
None	chr8	109121566	109240918
NUDCD1	chr8	109240919	109334121
None	chr8	109334122	109334323
ENY2	chr8	109334324	109345954
None	chr8	109345955	109362460
PKHD1L1	chr8	109362461	109537207
None	chr8	109537208	109539710
EBAG9	chr8	109539711	109565996
None	chr8	109565997	109573977
SYBU	chr8	109573978	109691791
None	chr8	109691792	109963635
KCNV1	chr8	109963636	109975771
None	chr8	109975772	112222927
CSMD3	chr8	112222928	113436939
None	chr8	113436940	115408495
TRPS1	chr8	115408496	115809673
None	chr8	115809674	116642129
EIF3H-UTP23-RAD21	chr8	116642130	116874776
None	chr8	116874777	116938206
AARD	chr8	116938207	116944487
None	chr8	116944488	116950272
SLC30A8	chr8	116950273	117176714
None	chr8	117176715	117520712
MED30	chr8	117520713	117540262
None	chr8	117540263	117794489
EXT1	chr8	117794490	118111826
None	chr8	118111827	118189454
SAMD12	chr8	118189455	118622112
None	chr8	118622113	118923556
TNFRSF11B	chr8	118923557	118951885
None	chr8	118951886	118995451
COLEC10	chr8	118995452	119108455
None	chr8	119108456	119165033
MAL2	chr8	119165034	119245673
None	chr8	119245674	119416445
CCN3	chr8	119416446	119424434
None	chr8	119424435	119557085
ENPP2	chr8	119557086	119673453
None	chr8	119673454	119730773
TAF2	chr8	119730774	119832863
None	chr8	119832864	119833975
DSCC1	chr8	119833976	119855894
None	chr8	119855895	119873716
DEPTOR	chr8	119873717	120050918
None	chr8	120050919	120059779
COL14A1	chr8	120059780	120373573
None	chr8	120373574	120380760
MRPL13-MTBP-SNTB1	chr8	120380761	120813273
None	chr8	120813274	121612115
HAS2	chr8	121612116	121641440
None	chr8	121641441	122781654
ZHX2	chr8	122781655	122974510
None	chr8	122974511	123013169
DERL1-TBC1D31	chr8	123013170	123152153
None	chr8	123152154	123178959
FAM83A	chr8	123178960	123210079
None	chr8	123210080	123219966
C8orf76-ZHX1-C8orf76-ZHX1	chr8	123219967	123275541
None	chr8	123275542	123319849
ATAD2	chr8	123319850	123416350
None	chr8	123416351	123416725
NTAQ1	chr8	123416726	123470028
None	chr8	123470029	123497888
FBXO32	chr8	123497889	123541206
None	chr8	123541207	123644441
KLHL38	chr8	123644442	123653801
None	chr8	123653802	123680793
ANXA13	chr8	123680794	123737402
None	chr8	123737403	123768438
FAM91A1	chr8	123768439	123815452
None	chr8	123815453	123851986
FER1L6	chr8	123851987	124120061
None	chr8	124120062	124306188
TMEM65	chr8	124306189	124372701
None	chr8	124372702	124450819
TRMT12	chr8	124450820	124462150
None	chr8	124462151	124474879
